OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Sales,Total Cost,Profit,Year,Month,Profit Margin (%)
SO - 000499,In-Store,WARE-PUJ1005,2018-04-10,2018-07-17,2018-08-12,2018-08-21,USD,7,28,307,4,3,0.15,80.4,201.0,512.55,241.20000000000002,271.3499999999999,2018,July,52.941176470588225
SO - 000500,Wholesale,WARE-NMK1003,2018-04-10,2018-07-17,2018-08-12,2018-08-17,USD,27,11,141,4,1,0.1,2131.0,3946.3,3551.67,2131.0,1420.67,2018,July,40.00005631153795
SO - 000501,Wholesale,WARE-NBV1002,2018-04-10,2018-07-18,2018-07-30,2018-08-02,USD,28,49,72,2,7,0.2,1317.56,1909.5,10693.2,9222.92,1470.2800000000007,2018,July,13.749672689185655
SO - 000502,In-Store,WARE-NMK1003,2018-04-10,2018-07-18,2018-08-01,2018-08-11,USD,2,47,120,23,7,0.2,1109.52,2412.0,13507.2,7766.639999999999,5740.560000000001,2018,July,42.50000000000001
SO - 000503,In-Store,WARE-NMK1003,2018-04-10,2018-07-18,2018-08-06,2018-08-11,USD,7,50,152,32,6,0.05,675.36,964.8,5499.359999999999,4052.16,1447.199999999999,2018,July,26.315789473684198
SO - 000504,Distributor,WARE-XYS1001,2018-04-10,2018-07-18,2018-08-12,2018-08-16,USD,22,42,57,3,5,0.08,1457.52,1996.6,9184.36,7287.6,1896.7600000000002,2018,July,20.652065032294033
SO - 000505,Online,WARE-UHY1004,2018-04-10,2018-07-18,2018-08-01,2018-08-05,USD,12,21,228,1,7,0.15,700.28,1045.2,6218.9400000000005,4901.96,1316.9800000000005,2018,July,21.176920825735582
SO - 000506,In-Store,WARE-XYS1001,2018-04-10,2018-07-18,2018-08-13,2018-08-21,USD,6,41,37,4,1,0.2,3219.82,3879.3,3103.4400000000005,3219.82,-116.37999999999965,2018,July,-3.750032222308137
SO - 000507,Distributor,WARE-NBV1002,2018-04-10,2018-07-18,2018-07-31,2018-08-06,USD,22,50,76,21,6,0.08,3466.31,5976.4,32989.727999999996,20797.86,12191.867999999995,2018,July,36.95655811408932
SO - 000508,Online,WARE-UHY1004,2018-04-10,2018-07-18,2018-08-11,2018-08-17,USD,19,13,255,18,1,0.05,1264.42,2257.9,2145.005,1264.42,880.585,2018,July,41.05281805869917
SO - 000509,Online,WARE-NMK1003,2018-04-10,2018-07-19,2018-08-10,2018-08-18,USD,15,9,186,22,4,0.05,154.37,241.2,916.56,617.48,299.0799999999999,2018,July,32.63070611853015
SO - 000510,In-Store,WARE-NBV1002,2018-04-10,2018-07-19,2018-08-06,2018-08-08,USD,1,35,68,40,8,0.08,793.28,1983.2,14596.352,6346.24,8250.112000000001,2018,July,56.52173913043479
SO - 000511,In-Store,WARE-MKL1006,2018-04-10,2018-07-19,2018-08-06,2018-08-11,USD,8,1,364,13,1,0.05,3331.58,3919.5,3723.5249999999996,3331.58,391.9449999999997,2018,July,10.526181508113943
SO - 000512,Online,WARE-NMK1003,2018-04-10,2018-07-19,2018-07-27,2018-08-04,USD,13,17,174,44,7,0.1,135.07,241.2,1519.56,945.49,574.0699999999999,2018,July,37.77869909710706
SO - 000513,Online,WARE-XYS1001,2018-04-10,2018-07-19,2018-08-14,2018-08-22,USD,13,35,2,1,4,0.08,2012.61,3946.3,14522.384000000002,8050.44,6471.944000000002,2018,July,44.565300022365484
SO - 000514,Online,WARE-NMK1003,2018-04-10,2018-07-19,2018-08-03,2018-08-12,USD,15,6,157,35,3,0.05,3054.13,3966.4,11304.24,9162.39,2141.8500000000004,2018,July,18.94731534362328
SO - 000515,In-Store,WARE-NMK1003,2018-04-10,2018-07-19,2018-07-24,2018-08-03,USD,3,6,106,46,5,0.1,1463.28,1829.1,8230.95,7316.4,914.5500000000011,2018,July,11.111111111111123
SO - 000516,In-Store,WARE-PUJ1005,2018-04-10,2018-07-19,2018-08-02,2018-08-10,USD,4,15,277,37,6,0.08,1230.12,2733.6,15089.472,7380.719999999999,7708.752,2018,July,51.08695652173913
SO - 000517,In-Store,WARE-PUJ1005,2018-04-10,2018-07-19,2018-07-22,2018-07-31,USD,5,20,328,39,8,0.08,717.57,844.2,6213.312000000001,5740.56,472.7520000000004,2018,July,7.608695652173919
SO - 000518,In-Store,WARE-PUJ1005,2018-04-10,2018-07-20,2018-08-17,2018-08-18,USD,12,28,302,27,4,0.05,4922.49,6231.0,23677.8,19689.96,3987.84,2018,July,16.842105263157897
SO - 000519,Online,WARE-NBV1002,2018-04-10,2018-07-20,2018-08-11,2018-08-20,USD,15,16,65,5,3,0.05,614.32,1159.1,3303.4349999999995,1842.96,1460.4749999999995,2018,July,44.210798759473086
SO - 000520,In-Store,WARE-XYS1001,2018-04-10,2018-07-20,2018-07-30,2018-08-08,USD,1,15,40,42,1,0.15,2379.84,3966.4,3371.44,2379.84,991.5999999999999,2018,July,29.411764705882348
SO - 000521,Online,WARE-XYS1001,2018-04-10,2018-07-20,2018-08-13,2018-08-22,USD,13,41,4,12,4,0.1,740.69,1105.5,3979.8,2962.76,1017.04,2018,July,25.55505301773958
SO - 000522,In-Store,WARE-XYS1001,2018-04-10,2018-07-20,2018-07-25,2018-07-30,USD,1,16,56,8,5,0.05,731.64,1125.6,5346.599999999999,3658.2,1688.3999999999996,2018,July,31.57894736842105
SO - 000523,Distributor,WARE-NMK1003,2018-04-10,2018-07-20,2018-07-28,2018-07-31,USD,20,19,139,42,5,0.15,709.26,897.8,3815.65,3546.3,269.3499999999999,2018,July,7.059085607956702
SO - 000524,Online,WARE-NBV1002,2018-04-10,2018-07-20,2018-08-03,2018-08-09,USD,14,21,70,5,5,0.2,83.08,207.7,830.8000000000001,415.4,415.4000000000001,2018,July,50.000000000000014
SO - 000525,In-Store,WARE-MKL1006,2018-04-10,2018-07-20,2018-08-11,2018-08-17,USD,1,43,360,8,5,0.15,2138.24,3959.7,16828.725,10691.199999999999,6137.525,2018,July,36.47052881308596
SO - 000526,Online,WARE-PUJ1005,2018-04-10,2018-07-21,2018-07-31,2018-08-04,USD,17,21,321,2,7,0.08,912.81,1755.4,11304.776000000002,6389.67,4915.106000000002,2018,July,43.47813702810212
SO - 000527,In-Store,WARE-UHY1004,2018-04-10,2018-07-21,2018-08-11,2018-08-12,USD,10,37,214,27,3,0.2,1650.88,3001.6,7203.84,4952.64,2251.2,2018,July,31.249999999999993
SO - 000528,Online,WARE-PUJ1005,2018-04-10,2018-07-21,2018-08-04,2018-08-08,USD,20,33,268,13,6,0.4,464.31,1031.8,3714.4799999999996,2785.86,928.6199999999994,2018,July,24.99999999999999
SO - 000529,In-Store,WARE-XYS1001,2018-04-10,2018-07-21,2018-08-17,2018-08-18,USD,7,21,54,12,4,0.1,2776.48,3966.4,14279.04,11105.92,3173.120000000001,2018,July,22.222222222222225
SO - 000530,Online,WARE-NMK1003,2018-04-10,2018-07-21,2018-08-06,2018-08-07,USD,19,48,95,12,5,0.1,1126.74,1681.7,7567.650000000001,5633.7,1933.9500000000007,2018,July,25.55548948484669
SO - 000531,In-Store,WARE-XYS1001,2018-04-10,2018-07-21,2018-08-13,2018-08-18,USD,4,33,11,41,1,0.05,809.03,1172.5,1113.875,809.03,304.845,2018,July,27.367972169229045
SO - 000532,Online,WARE-PUJ1005,2018-04-10,2018-07-21,2018-08-16,2018-08-19,USD,19,26,304,38,7,0.15,473.15,716.9,4265.555,3312.0499999999997,953.5050000000006,2018,July,22.353597597499046
SO - 000533,Distributor,WARE-PUJ1005,2018-04-10,2018-07-21,2018-07-25,2018-07-26,USD,22,12,288,30,7,0.08,3879.3,6465.5,41637.82,27155.100000000002,14482.719999999998,2018,July,34.782608695652165
SO - 000534,Distributor,WARE-PUJ1005,2018-04-10,2018-07-21,2018-08-08,2018-08-12,USD,24,30,291,20,1,0.08,101.3,241.2,221.904,101.3,120.604,2018,July,54.34962866825293
SO - 000535,Online,WARE-NMK1003,2018-04-10,2018-07-21,2018-07-27,2018-07-31,USD,17,38,123,36,1,0.05,849.02,1929.6,1833.12,849.02,984.0999999999999,2018,July,53.68442873352536
SO - 000536,Distributor,WARE-NMK1003,2018-04-10,2018-07-21,2018-07-29,2018-08-08,USD,20,23,166,14,8,0.1,3280.99,3953.0,28461.600000000002,26247.92,2213.680000000004,2018,July,7.77777777777779
SO - 000537,Online,WARE-UHY1004,2018-04-10,2018-07-22,2018-08-07,2018-08-17,USD,18,46,204,40,2,0.05,1320.97,2492.4,4735.56,2641.94,2093.6200000000003,2018,July,44.210610783096406
SO - 000538,Online,WARE-PUJ1005,2018-04-10,2018-07-22,2018-08-13,2018-08-15,USD,18,15,295,1,7,0.08,185.72,241.2,1553.328,1300.04,253.288,2018,July,16.306150407383374
SO - 000539,In-Store,WARE-UHY1004,2018-04-10,2018-07-22,2018-08-07,2018-08-12,USD,12,34,207,26,5,0.05,380.56,951.4,4519.15,1902.8,2616.3499999999995,2018,July,57.89473684210525
SO - 000540,Distributor,WARE-NBV1002,2018-04-10,2018-07-22,2018-07-24,2018-07-30,USD,25,45,75,24,4,0.2,5284.96,6217.6,19896.320000000003,21139.84,-1243.5199999999968,2018,July,-6.249999999999982
SO - 000541,In-Store,WARE-NBV1002,2018-04-10,2018-07-22,2018-08-10,2018-08-16,USD,12,15,77,42,6,0.08,1246.4,2351.7,12981.384,7478.400000000001,5502.9839999999995,2018,July,42.39135056785933
SO - 000542,Distributor,WARE-NMK1003,2018-04-10,2018-07-22,2018-08-02,2018-08-05,USD,22,19,134,3,6,0.1,871.87,1132.3,6114.419999999999,5231.22,883.1999999999989,2018,July,14.444542573130386
SO - 000543,Distributor,WARE-UHY1004,2018-04-10,2018-07-22,2018-08-03,2018-08-12,USD,21,1,211,47,3,0.1,607.22,1145.7,3093.3900000000003,1821.66,1271.7300000000002,2018,July,41.11120809209314
SO - 000544,Distributor,WARE-NMK1003,2018-04-10,2018-07-22,2018-08-10,2018-08-13,USD,24,15,127,27,3,0.08,2048.86,3725.2,10281.552,6146.58,4134.972,2018,July,40.21739130434783
SO - 000545,Distributor,WARE-NMK1003,2018-04-10,2018-07-22,2018-07-26,2018-08-05,USD,24,50,194,33,7,0.05,689.63,944.7,6282.255,4827.41,1454.8450000000003,2018,July,23.158006161800184
SO - 000546,Online,WARE-NMK1003,2018-04-10,2018-07-22,2018-08-14,2018-08-22,USD,18,39,157,42,3,0.08,560.92,1219.4,3365.5440000000003,1682.7599999999998,1682.7840000000006,2018,July,50.00035655454216
SO - 000547,Distributor,WARE-UHY1004,2018-04-10,2018-07-22,2018-08-15,2018-08-20,USD,23,30,211,47,4,0.08,736.33,1051.9,3870.9920000000006,2945.32,925.6720000000005,2018,July,23.913043478260878
SO - 000548,In-Store,WARE-XYS1001,2018-04-10,2018-07-22,2018-07-31,2018-08-02,USD,1,31,19,20,2,0.08,135.01,207.7,382.168,270.02,112.14800000000002,2018,July,29.345209436687536
SO - 000549,Online,WARE-NMK1003,2018-04-10,2018-07-22,2018-08-15,2018-08-22,USD,17,14,201,35,4,0.05,1098.93,1862.6,7077.879999999999,4395.72,2682.159999999999,2018,July,37.894962898495024
SO - 000550,Wholesale,WARE-NBV1002,2018-04-10,2018-07-22,2018-08-11,2018-08-15,USD,26,26,76,8,3,0.1,1152.53,1889.4,5101.380000000001,3457.59,1643.7900000000009,2018,July,32.222457452689284
SO - 000551,Distributor,WARE-MKL1006,2018-04-10,2018-07-22,2018-08-13,2018-08-18,USD,22,40,354,12,8,0.15,2016.43,2653.2,18041.76,16131.44,1910.319999999998,2018,July,10.58832397726163
SO - 000552,Distributor,WARE-MKL1006,2018-04-10,2018-07-22,2018-08-03,2018-08-06,USD,24,43,343,27,2,0.08,1818.38,3953.0,7273.52,3636.76,3636.76,2018,July,50.0
SO - 000553,In-Store,WARE-MKL1006,2018-04-10,2018-07-22,2018-08-08,2018-08-14,USD,4,5,365,41,3,0.05,191.35,227.8,649.23,574.05,75.18000000000006,2018,July,11.579871540132167
SO - 000554,Online,WARE-PUJ1005,2018-04-10,2018-07-23,2018-07-31,2018-08-08,USD,17,28,309,17,1,0.2,1551.72,3879.3,3103.4400000000005,1551.72,1551.7200000000005,2018,July,50.000000000000014
SO - 000555,In-Store,WARE-NMK1003,2018-04-10,2018-07-23,2018-08-16,2018-08-22,USD,1,21,151,13,1,0.15,804.8,1045.2,888.42,804.8,83.62,2018,July,9.412214943382635
SO - 000556,In-Store,WARE-PUJ1005,2018-04-10,2018-07-23,2018-08-18,2018-08-24,USD,9,4,296,46,2,0.1,2535.95,5071.9,9129.42,5071.9,4057.5200000000004,2018,July,44.44444444444445
SO - 000557,In-Store,WARE-MKL1006,2018-04-10,2018-07-23,2018-07-25,2018-07-28,USD,5,23,364,25,1,0.15,144.72,241.2,205.01999999999998,144.72,60.29999999999998,2018,July,29.411764705882348
SO - 000558,In-Store,WARE-NMK1003,2018-04-10,2018-07-23,2018-08-01,2018-08-07,USD,6,35,95,8,8,0.2,1539.73,2298.1,14707.84,12317.84,2390.0,2018,July,16.24983682172229
SO - 000559,In-Store,WARE-NBV1002,2018-04-10,2018-07-23,2018-08-20,2018-08-25,USD,12,25,65,34,7,0.2,1845.98,3845.8,21536.480000000003,12921.86,8614.620000000003,2018,July,40.000130011961105
SO - 000560,Wholesale,WARE-UHY1004,2018-04-10,2018-07-23,2018-08-17,2018-08-26,USD,28,21,255,11,6,0.08,1042.92,2425.4,13388.208000000002,6257.52,7130.688000000002,2018,July,53.260959196331584
SO - 000561,In-Store,WARE-XYS1001,2018-04-10,2018-07-24,2018-08-02,2018-08-10,USD,2,48,7,6,8,0.05,663.3,1206.0,9165.6,5306.4,3859.2000000000007,2018,July,42.10526315789475
SO - 000562,In-Store,WARE-NMK1003,2018-04-10,2018-07-24,2018-08-17,2018-08-24,USD,3,50,125,21,8,0.08,179.09,221.1,1627.296,1432.72,194.57600000000002,2018,July,11.957013352211277
SO - 000563,Wholesale,WARE-UHY1004,2018-04-10,2018-07-24,2018-08-02,2018-08-12,USD,27,30,255,41,3,0.08,2563.22,3825.7,10558.931999999999,7689.66,2869.271999999999,2018,July,27.17388463151386
SO - 000564,Distributor,WARE-XYS1001,2018-04-10,2018-07-24,2018-08-10,2018-08-15,USD,22,27,41,6,5,0.08,394.5,857.6,3944.96,1972.5,1972.46,2018,July,49.999493024010384
SO - 000565,Online,WARE-XYS1001,2018-04-10,2018-07-24,2018-07-27,2018-08-02,USD,20,31,41,32,3,0.08,2563.22,3825.7,10558.931999999999,7689.66,2869.271999999999,2018,July,27.17388463151386
SO - 000566,Online,WARE-NMK1003,2018-04-10,2018-07-24,2018-08-19,2018-08-27,USD,12,5,107,12,8,0.08,898.47,1996.6,14694.976,7187.76,7507.216,2018,July,51.08695652173913
SO - 000567,Distributor,WARE-NMK1003,2018-04-10,2018-07-24,2018-08-21,2018-08-26,USD,20,10,147,17,1,0.05,121.94,234.5,222.77499999999998,121.94,100.83499999999998,2018,July,45.263157894736835
SO - 000568,Online,WARE-UHY1004,2018-04-10,2018-07-24,2018-08-05,2018-08-15,USD,16,15,206,14,8,0.08,948.05,1896.1,13955.296,7584.4,6370.896000000001,2018,July,45.652173913043484
SO - 000569,In-Store,WARE-NMK1003,2018-04-10,2018-07-25,2018-08-09,2018-08-19,USD,9,1,115,32,2,0.1,87.23,207.7,373.86,174.46,199.4,2018,July,53.335473171775526
SO - 000570,Distributor,WARE-NMK1003,2018-04-10,2018-07-25,2018-08-01,2018-08-03,USD,24,8,109,8,1,0.08,125.63,167.5,154.1,125.63,28.47,2018,July,18.47501622323167
SO - 000571,Wholesale,WARE-PUJ1005,2018-04-10,2018-07-25,2018-08-01,2018-08-04,USD,28,22,297,11,1,0.1,2591.23,3986.5,3587.85,2591.23,996.6199999999999,2018,July,27.777638418551497
SO - 000572,Online,WARE-NMK1003,2018-04-10,2018-07-25,2018-08-12,2018-08-18,USD,18,28,114,4,8,0.4,1018.4,2546.0,12220.8,8147.2,4073.5999999999995,2018,July,33.33333333333333
SO - 000573,Wholesale,WARE-NMK1003,2018-04-10,2018-07-25,2018-08-13,2018-08-23,USD,27,28,138,10,1,0.08,380.29,864.3,795.156,380.29,414.86599999999993,2018,July,52.174164566449846
SO - 000574,Distributor,WARE-NMK1003,2018-04-10,2018-07-25,2018-08-22,2018-08-28,USD,23,40,148,41,1,0.05,1350.72,1876.0,1782.1999999999998,1350.72,431.4799999999998,2018,July,24.210526315789465
SO - 000575,Online,WARE-PUJ1005,2018-04-10,2018-07-25,2018-08-01,2018-08-11,USD,16,3,309,11,5,0.08,163.61,247.9,1140.3400000000001,818.0500000000001,322.2900000000001,2018,July,28.26262342810039
SO - 000576,Online,WARE-NMK1003,2018-04-10,2018-07-25,2018-08-11,2018-08-15,USD,12,21,151,44,2,0.08,3435.22,5051.8,9295.312,6870.44,2424.8720000000003,2018,July,26.087042586628616
SO - 000577,Wholesale,WARE-PUJ1005,2018-04-10,2018-07-25,2018-08-17,2018-08-20,USD,25,3,266,22,4,0.4,667.72,1011.7,2428.08,2670.88,-242.80000000000018,2018,July,-9.999670521564372
SO - 000578,In-Store,WARE-UHY1004,2018-04-10,2018-07-25,2018-08-22,2018-08-25,USD,4,16,242,2,6,0.2,1247.94,1862.6,8940.48,7487.64,1452.8399999999992,2018,July,16.250134220981415
SO - 000579,Online,WARE-NMK1003,2018-04-10,2018-07-25,2018-07-27,2018-08-04,USD,17,31,150,12,6,0.1,660.49,1246.2,6729.4800000000005,3962.94,2766.5400000000004,2018,July,41.11075447137075
SO - 000580,Distributor,WARE-MKL1006,2018-04-10,2018-07-26,2018-08-02,2018-08-06,USD,24,26,349,30,1,0.1,1215.65,1688.4,1519.5600000000002,1215.65,303.9100000000001,2018,July,19.99986838295296
SO - 000581,In-Store,WARE-UHY1004,2018-04-10,2018-07-26,2018-08-04,2018-08-11,USD,12,30,237,11,8,0.1,4673.72,5916.1,42595.920000000006,37389.76,5206.1600000000035,2018,July,12.22220344108075
SO - 000582,Online,WARE-NMK1003,2018-04-10,2018-07-26,2018-08-20,2018-08-29,USD,13,17,190,13,3,0.1,2771.39,5132.2,13856.939999999999,8314.17,5542.769999999999,2018,July,39.99995670039705
SO - 000583,In-Store,WARE-NBV1002,2018-04-10,2018-07-26,2018-08-02,2018-08-03,USD,7,46,82,7,2,0.05,839.18,1118.9,2125.91,1678.36,447.54999999999995,2018,July,21.052161192148304
SO - 000584,In-Store,WARE-UHY1004,2018-04-10,2018-07-26,2018-08-09,2018-08-17,USD,11,39,214,10,6,0.15,3968.28,5835.7,29762.069999999996,23809.68,5952.389999999996,2018,July,19.9999193604477
SO - 000585,Distributor,WARE-PUJ1005,2018-04-10,2018-07-26,2018-08-03,2018-08-05,USD,23,29,275,41,5,0.2,3139.08,6036.7,24146.800000000003,15695.4,8451.400000000003,2018,July,35.00008282670996
SO - 000586,Online,WARE-NMK1003,2018-04-10,2018-07-26,2018-08-15,2018-08-16,USD,12,22,168,29,7,0.4,825.44,1031.8,4333.5599999999995,5778.08,-1444.5200000000004,2018,July,-33.33333333333335
SO - 000587,Wholesale,WARE-MKL1006,2018-04-10,2018-07-26,2018-08-05,2018-08-07,USD,25,37,332,37,5,0.1,4407.66,5956.3,26803.350000000002,22038.3,4765.050000000003,2018,July,17.777815086547026
SO - 000588,Distributor,WARE-NMK1003,2018-04-10,2018-07-26,2018-08-21,2018-08-27,USD,22,9,104,35,7,0.2,2989.0,3932.9,22024.24,20923.0,1101.2400000000016,2018,July,5.000127132650214
SO - 000589,Distributor,WARE-UHY1004,2018-04-10,2018-07-26,2018-08-01,2018-08-11,USD,21,3,245,19,5,0.2,4416.98,5889.3,23557.2,22084.899999999998,1472.300000000003,2018,July,6.249893875333243
SO - 000590,Distributor,WARE-PUJ1005,2018-04-10,2018-07-26,2018-08-01,2018-08-02,USD,23,13,327,45,8,0.08,1647.46,2458.9,18097.504,13179.68,4917.8240000000005,2018,July,27.174045658451025
SO - 000591,Online,WARE-NMK1003,2018-04-10,2018-07-26,2018-08-21,2018-08-25,USD,20,38,104,8,8,0.08,2034.66,3912.8,28798.208000000002,16277.28,12520.928000000002,2018,July,43.478149751540094
SO - 000592,Distributor,WARE-NMK1003,2018-04-10,2018-07-27,2018-08-17,2018-08-20,USD,23,48,136,29,2,0.08,3570.97,5668.2,10429.488,7141.94,3287.548,2018,July,31.5216624248477
SO - 000593,Online,WARE-XYS1001,2018-04-10,2018-07-27,2018-08-13,2018-08-19,USD,16,18,6,46,1,0.15,4216.18,5547.6,4715.46,4216.18,499.27999999999975,2018,July,10.588150466762517
SO - 000594,Distributor,WARE-NMK1003,2018-04-10,2018-07-28,2018-08-01,2018-08-02,USD,25,35,109,45,1,0.15,96.48,201.0,170.85,96.48,74.36999999999999,2018,July,43.52941176470588
SO - 000595,In-Store,WARE-MKL1006,2018-04-10,2018-07-28,2018-08-10,2018-08-16,USD,1,40,362,6,6,0.08,198.32,247.9,1368.4080000000001,1189.92,178.48800000000006,2018,July,13.043478260869568
SO - 000596,In-Store,WARE-PUJ1005,2018-04-10,2018-07-28,2018-08-09,2018-08-18,USD,12,2,280,45,1,0.05,3125.95,3859.2,3666.24,3125.95,540.29,2018,July,14.736896657065548
SO - 000597,In-Store,WARE-UHY1004,2018-04-10,2018-07-28,2018-08-16,2018-08-25,USD,8,40,214,21,3,0.05,3127.76,5487.3,15638.805,9383.28,6255.525,2018,July,40.000019183051386
SO - 000598,In-Store,WARE-UHY1004,2018-04-10,2018-07-28,2018-08-10,2018-08-11,USD,7,25,223,7,6,0.15,1157.76,1809.0,9225.9,6946.5599999999995,2279.34,2018,July,24.70588235294118
SO - 000599,In-Store,WARE-NMK1003,2018-04-10,2018-07-29,2018-08-16,2018-08-18,USD,12,11,99,46,7,0.4,1731.82,2405.3,10102.26,12122.74,-2020.4799999999996,2018,July,-20.000277165703512
SO - 000600,Wholesale,WARE-NMK1003,2018-04-10,2018-07-29,2018-08-19,2018-08-24,USD,28,31,187,20,1,0.15,672.01,790.6,672.01,672.01,0.0,2018,July,0.0
SO - 000601,Online,WARE-PUJ1005,2018-04-10,2018-07-29,2018-08-26,2018-08-30,USD,15,46,292,14,2,0.1,2177.77,3202.6,5764.68,4355.54,1409.1400000000003,2018,July,24.444375056377808
SO - 000602,Distributor,WARE-PUJ1005,2018-04-10,2018-07-29,2018-08-26,2018-09-02,USD,21,48,315,8,5,0.2,645.75,1058.6,4234.400000000001,3228.75,1005.6500000000005,2018,July,23.74952767806538
SO - 000603,Distributor,WARE-XYS1001,2018-04-10,2018-07-29,2018-08-26,2018-09-01,USD,20,33,35,26,8,0.4,778.27,1768.8,8490.24,6226.16,2264.08,2018,July,26.666855118347655
SO - 000604,In-Store,WARE-NMK1003,2018-04-10,2018-07-29,2018-08-25,2018-09-04,USD,2,1,199,2,5,0.1,534.33,971.5,4371.75,2671.65,1700.1,2018,July,38.888317035512095
SO - 000605,Online,WARE-NMK1003,2018-04-10,2018-07-29,2018-08-20,2018-08-24,USD,19,34,153,34,4,0.1,478.38,938.0,3376.8,1913.52,1463.2800000000002,2018,July,43.333333333333336
SO - 000606,Online,WARE-XYS1001,2018-04-10,2018-07-29,2018-08-24,2018-08-25,USD,16,49,27,20,5,0.2,756.9,958.1,3832.4,3784.5,47.90000000000009,2018,July,1.2498695334516254
SO - 000607,Online,WARE-NMK1003,2018-04-10,2018-07-29,2018-08-11,2018-08-14,USD,15,1,166,23,8,0.05,2111.91,3705.1,28158.76,16895.28,11263.48,2018,July,39.99991476897421
SO - 000608,Wholesale,WARE-UHY1004,2018-04-10,2018-07-30,2018-08-10,2018-08-13,USD,25,48,257,20,8,0.08,686.82,1025.1,7544.736,5494.56,2050.1759999999995,2018,July,27.173594940896535
SO - 000609,Online,WARE-NMK1003,2018-04-10,2018-07-30,2018-08-16,2018-08-20,USD,16,4,184,5,7,0.08,1711.31,2592.9,16698.276,11979.17,4719.106000000002,2018,July,28.261037247198463
SO - 000610,Wholesale,WARE-NMK1003,2018-04-10,2018-07-30,2018-08-26,2018-09-01,USD,25,15,150,39,1,0.15,3054.06,3865.9,3286.015,3054.06,231.95499999999993,2018,July,7.0588539614091825
SO - 000611,Distributor,WARE-MKL1006,2018-04-10,2018-07-30,2018-08-22,2018-09-01,USD,22,30,347,36,8,0.05,4226.03,5634.7,42823.719999999994,33808.24,9015.479999999996,2018,July,21.052538172769665
SO - 000612,Distributor,WARE-MKL1006,2018-04-10,2018-07-30,2018-08-07,2018-08-10,USD,23,41,362,15,3,0.05,621.76,971.5,2768.775,1865.28,903.4950000000001,2018,July,32.631578947368425
SO - 000613,In-Store,WARE-UHY1004,2018-04-10,2018-07-31,2018-08-24,2018-08-30,USD,5,3,218,28,4,0.15,694.25,1051.9,3576.46,2777.0,799.46,2018,July,22.35338854621609
SO - 000614,In-Store,WARE-NMK1003,2018-04-10,2018-07-31,2018-08-19,2018-08-25,USD,12,3,196,1,7,0.08,683.74,1051.9,6774.236000000002,4786.18,1988.0560000000014,2018,July,29.347309423527623
SO - 000615,Online,WARE-UHY1004,2018-04-10,2018-07-31,2018-08-23,2018-09-02,USD,17,29,226,17,2,0.2,854.25,1139.0,1822.4,1708.5,113.90000000000009,2018,July,6.250000000000004
SO - 000616,In-Store,WARE-XYS1001,2018-04-10,2018-07-31,2018-08-06,2018-08-14,USD,10,16,33,10,8,0.08,3041.53,5849.1,43049.376000000004,24332.24,18717.136000000002,2018,July,43.47829803618989
SO - 000617,Online,WARE-NBV1002,2018-04-10,2018-07-31,2018-08-04,2018-08-11,USD,16,21,68,2,4,0.08,1222.88,2264.6,8333.728,4891.52,3442.2079999999987,2018,July,41.30453981699426
SO - 000618,In-Store,WARE-NMK1003,2018-04-10,2018-07-31,2018-08-18,2018-08-25,USD,11,26,105,26,7,0.08,889.22,1125.6,7248.864,6224.54,1024.3239999999996,2018,July,14.130821050029352
SO - 000619,Online,WARE-XYS1001,2018-04-10,2018-07-31,2018-08-11,2018-08-15,USD,17,37,7,20,7,0.05,755.09,1078.7,7173.3550000000005,5285.63,1887.7250000000004,2018,July,26.315789473684216
